﻿Tree #,Grant Number,Funder,Species,St. Address,Address Info,City,Ownership,X Coordinate,Y Coordinate,Census Tract,DAC Status,Date Planted,Stock Size,Grow Space,geom
2019012804,8GG17418,Match,Magnolia grandiflora,5156 Hanbury,Wardlow Park,Long Beach,Public,-118.131859,33.829531,6037573601,2C,2019-01-28,15-Gallon,Grass Parkway,"33.829531, -118.131859"
201902402,8GG17418,Match,Lagerstroemia indica,428 Roswell Ave,Belmont Heights,Long Beach,Public,-118.143662,33.772258,6037577100,2C,2019-02-04,15-Gallon,Grass Parkway,"33.772258, -118.143662"
2019021101,8GG17418,Match,Lagerstroemia indica,3621 Marna Ave,El Dorado Park West,Long Beach,Public,-118.075601,33.822515,6037555202,2C,2019-02-11,15-Gallon,Mulch Parkway 40x5ft,"33.822515, -118.075601"
2019021802,8GG17418,Match,Handroanthus Impetiginosus,5415 E Pageantry St,Wardlow Park,Long Beach,Public,-118.126927,33.813199,6037574100,2C,2019-02-18,15-Gallon,Grass Parkway 6x50ft,"33.813199, -118.126927"
2019022702,8GG17418,Match,Lagerstroemia indica,4339 E Vista St.,Belmont Heights,Long Beach,Public,-118.141701,33.766206,6037577200,2C,2019-02-27,15-Gallon,Grass Parkway,"33.766206, -118.141701"
201903401,8GG17418,CAL FIRE,Citrus Limon,3470 Poppy St.,Ramona Park,Long Beach,Public,-118.152266,33.868486,6037570100,1A,2019-03-04,15-Gallon,Yard,"33.868486, -118.152266"
2019031303,8GG17418,Match,Schinus terebinthifolius,7171 Studebaker,Atherton South,Long Beach,Public,-118.099553,33.788075,6037574500,2C,2019-03-13,15-Gallon,Grass Parkway 8x50ft,"33.788075, -118.099553"
2019031301,8GG17418,Match,Zelkova serrata,4812 Montair Ave,Lakewood Village,Long Beach,Public,-118.126279,33.845336,6037571200,2C,2019-03-13,15-Gallon,Grass Parkway,"33.845336, -118.126279"
2019031801,8GG17418,CAL FIRE,Prunus Persica,2524 Oregon Ave,South Wrigley,Long Beach,Public,-118.201162,33.803285,6037573100,1A,2019-03-18,15-Gallon,Front Yard,"33.803285, -118.201162"
2019032201,8GG17418,CAL FIRE,Persea Americana,2616 Spaulding,Central Area East,Long Beach,Public,-118.160951,33.785211,6037575102,1A,2019-03-22,15-Gallon,Front Yard,"33.785211, -118.160951"
2019092202,8GG17418,Match,Langerstroemia Indica,6759 Cerritos Ave.,Hamilton,Long Beach,Public,-118.178381,33.877471,6037570202,1A,2019-04-27,15-Gallon,5' parkway,"33.877471, -118.178381"
2019092203,8GG17418,Match,Langerstroemia Indica,6764 Cerritos Ave.,Hamilton,Long Beach,Public,-118.178281,33.877561,6037570202,1A,2019-04-27,15-Gallon,5' parkway,"33.877561, -118.178281"
2019092205,8GG17418,Match,Langerstroemia Indica,6770 Cerritos Ave.,Hamilton,Long Beach,Public,-118.178281,33.877661,6037570202,1A,2019-04-27,15-Gallon,5' parkway,"33.877661, -118.178281"
2019092206,8GG17418,Match,Langerstroemia Indica,6771 Cerritos Ave.,Hamilton,Long Beach,Public,-118.178405,33.877661,6037570202,1A,2019-04-27,15-Gallon,5' parkway,"33.877661, -118.178405"
2019092207,8GG17418,Match,Langerstroemia Indica,6782 Cerritos Ave.,Hamilton,Long Beach,Public,-118.178209,33.877891,6037570202,1A,2019-04-27,15-Gallon,5' parkway,"33.877891, -118.178209"
2019092212,8GG17418,Match,Langerstroemia Indica,6801 Cerritos Ave.,Hamilton,Long Beach,Public,-118.178621,33.878291,6037570202,1A,2019-04-27,15-Gallon,5' parkway,"33.878291, -118.178621"
2019092215,8GG17418,Match,Tabebuia avellanedae,6764 Lemon Ave.,Hamilton,Long Beach,Public,-118.179211,33.877551,6037570202,1A,2019-04-27,15-Gallon,5' parkway,"33.877551, -118.179211"
2019092216,8GG17418,Match,Tabebuia avellanedae,6776 Lemon Ave.,Hamilton,Long Beach,Public,-118.179213,33.877801,6037570202,1A,2019-04-27,15-Gallon,5' parkway,"33.877801, -118.179213"
2019092219,8GG17418,Match,Tabebuia avellanedae,6800 Lemon Ave.,Hamilton,Long Beach,Public,-118.179041,33.878412,6037570202,1A,2019-04-27,15-Gallon,5' parkway,"33.878412, -118.179041"
2019092221,8GG17418,CAL FIRE,Lophostemon confertus,6770 Lewis Ave.,Hamilton,Long Beach,Public,-118.180121,33.877651,6037570202,1A,2019-04-27,15-Gallon,5' parkway,"33.877651, -118.180121"
2019092225,8GG17418,CAL FIRE,Lophostemon confertus,6817 Lewis Ave.,Hamilton,Long Beach,Public,-118.180231,33.878611,6037570202,1A,2019-04-27,15-Gallon,5' parkway,"33.878611, -118.180231"
2019092226,8GG17418,CAL FIRE,Lophostemon confertus,6820  Lewis Ave.,Hamilton,Long Beach,Public,-118.180161,33.878591,6037570202,1A,2019-04-27,15-Gallon,5' parkway,"33.878591, -118.180161"
2019092227,8GG17418,CAL FIRE,Lophostemon confertus,6826 Lewis Ave.,Hamilton,Long Beach,Public,-118.180141,33.878681,6037570202,1A,2019-04-27,15-Gallon,5' parkway,"33.878681, -118.180141"
2019092230,8GG17418,CAL FIRE,Lophostemon confertus,6758 California Ave.,Hamilton,Long Beach,Public,-118.181111,33.877921,6037570202,1A,2019-04-27,15-Gallon,5' parkway,"33.877921, -118.181111"
2019092234,8GG17418,CAL FIRE,Lophostemon confertus,6799 California Ave.,Hamilton,Long Beach,Public,-118.181361,33.878151,6037570202,1A,2019-04-27,15-Gallon,5' parkway,"33.878151, -118.181361"
2019092235,8GG17418,CAL FIRE,Lophostemon confertus,6829 California Ave.,Hamilton,Long Beach,Public,-118.181251,33.878691,6037570202,1A,2019-04-27,15-Gallon,5' parkway,"33.878691, -118.181251"
2019092236,8GG17418,CAL FIRE,Lophostemon confertus,6845 California Ave.,Hamilton,Long Beach,Public,-118.181241,33.879011,6037570202,1A,2019-04-27,15-Gallon,5' parkway,"33.879011, -118.181241"
2019092237,8GG17418,Match,Arbutus unedo,6811 Olive Ave.,Hamilton,Long Beach,Public,-118.182721,33.878561,6037570202,1A,2019-04-27,15-Gallon,5' parkway,"33.878561, -118.182721"
2019062201,8GG17418,Match,Tabebuia avellanedae,6430 Walnut Ave.,Grant School,Long Beach,Public,-118.172941,33.871531,6037570502,1A,2019-06-22,15-Gallon,5' parkway,"33.871531, -118.172941"
2019062203,8GG17418,Match,Tabebuia avellanedae,6485 Walnut Ave.,Grant School,Long Beach,Public,-118.173011,33.872591,6037570501,1A,2019-06-22,15-Gallon,5' parkway,"33.872591, -118.173011"
2019062205,8GG17418,Match,Tabebuia avellanedae,6515 Walnut Ave.,Grant School,Long Beach,Public,-118.173031,33.873141,6037570501,1A,2019-06-22,15-Gallon,5' parkway,"33.873141, -118.173031"
2019062206,8GG17418,Match,Tabebuia avellanedae,6529 Walnut Ave.,Grant School,Long Beach,Public,-118.173071,33.873371,6037570501,1A,2019-06-22,15-Gallon,5' parkway,"33.873371, -118.173071"
2019062207,8GG17418,Match,Lagerstroemia indica,6510 Gaviota Ave.,Grant School,Long Beach,Public,-118.171891,33.873141,6037570502,1A,2019-06-22,15-Gallon,5' parkway,"33.873141, -118.171891"
2019062208,8GG17418,Match,Lagerstroemia indica,6510 Gaviota Ave.,Grant School,Long Beach,Public,-118.171911,33.873211,6037570502,1A,2019-06-22,15-Gallon,5' parkway,"33.873211, -118.171911"
2019062211,8GG17418,Match,Lagerstroemia indica,6533 Gaviota Ave.,Grant School,Long Beach,Public,-118.171981,33.873471,6037570502,1A,2019-06-22,15-Gallon,5' parkway,"33.873471, -118.171981"
2019062213,8GG17418,Match,Lagerstroemia indica,6561 Gaviota Ave.,Grant School,Long Beach,Public,-118.172011,33.873901,6037570502,1A,2019-06-22,15-Gallon,5' parkway,"33.873901, -118.172011"
2019062215,8GG17418,Match,Arbutus unedo,6415 Rose Ave.,Grant School,Long Beach,Public,-118.170941,33.871411,6037570502,1A,2019-06-22,15-Gallon,5' parkway,"33.871411, -118.170941"
2019062221,8GG17418,Match,Arbutus unedo,6558 Rose Ave.,Grant School,Long Beach,Public,-118.170841,33.873901,6037570502,1A,2019-06-22,15-Gallon,5' parkway,"33.873901, -118.170841"
2019062223,8GG17418,Match,Arbutus unedo,6569 Rose Ave.,Grant School,Long Beach,Public,-118.170881,33.874071,6037570502,1A,2019-06-22,15-Gallon,5' parkway,"33.874071, -118.170881"
2019062224,8GG17418,Match,Arbutus unedo,6575 Rose Ave.,Grant School,Long Beach,Public,-118.170911,33.874151,6037570502,1A,2019-06-22,15-Gallon,5' parkway,"33.874151, -118.170911"
2019062229,8GG17418,Match,Arbutus unedo,1617 64th St.,Grant School,Long Beach,Public,-118.172531,33.871101,6037570502,1A,2019-06-22,15-Gallon,5' parkway,"33.871101, -118.172531"
2019062236,8GG17418,Match,Arbutus unedo,1841 64th St.,Grant School,Long Beach,Public,-118.169851,33.871041,6037570502,1A,2019-06-22,15-Gallon,5' parkway,"33.871041, -118.169851"
2019062240,8GG17418,Match,Tabebuia avellanedae,1604 McKenzie St.,Grant School,Long Beach,Public,-118.172931,33.871711,6037570502,1A,2019-06-22,15-Gallon,5' parkway,"33.871711, -118.172931"
2019062248,8GG17418,Match,Lagerstroemia indica,1665 65th St.,Grant School,Long Beach,Public,-118.171861,33.873041,6037570502,1A,2019-06-22,15-Gallon,5' parkway,"33.873041, -118.171861"
2019062250,8GG17418,Match,Lagerstroemia indica,1702 65th St.,Grant School,Long Beach,Public,-118.171361,33.872801,6037570502,1A,2019-06-22,15-Gallon,5' parkway,"33.872801, -118.171361"
2019062253,8GG17418,Match,Lagerstroemia indica,1824 65th St.,Grant School,Long Beach,Public,-118.170321,33.872811,6037570502,1A,2019-06-22,15-Gallon,5' parkway,"33.872811, -118.170321"
2019062255,8GG17418,Match,Arbutus unedo,1804 Artesia Blvd.,Grant School,Long Beach,Public,-118.170771,33.874441,6037570502,1A,2019-06-22,15-Gallon,5' parkway,"33.874441, -118.170771"
2019062258,8GG17418,Match,Arbutus unedo,1840 Artesia Blvd.,Grant School,Long Beach,Public,-118.169831,33.874431,6037570502,1A,2019-06-22,15-Gallon,5' parkway,"33.874431, -118.169831"
2019062262,8GG17418,Match,Lagerstroemia indica,6509 Gundry Ave,Grant School,Long Beach,Public,-118.175301,33.871361,6037570501,1A,2019-06-22,15-Gallon,Open Space,"33.871361, -118.175301"
2019040402,8GG17418,CAL FIRE,Punica Granatum,2240 Pine Ave,South Wrigley,Long Beach,Private,-118.192415,33.797921,6037573100,1A,2019-04-04,15-Gallon,Front Yard,"33.797921, -118.192415"
2019040802,8GG17418,CAL FIRE,Citrus Limon,1920 Lewis Ave,Central Area West,Long Beach,Private,-118.179373,33.792094,6037573300,1A,2019-04-08,15-Gallon,Front Yard,"33.792094, -118.179373"
2019050802,8GG17418,CAL FIRE,Citrus Aurantifolia,3054 Daisy ave,North Wrigley,Long Beach,Private,-118.199009,33.8127,6037572201,1A,2019-05-08,15-Gallon,Front Yard,"33.8127, -118.199009"
2019053002,8GG17418,CAL FIRE,Persea Americana,51 W Zane St.,Sutter,Long Beach,Private,-118.197092,33.849579,6037571701,1A,2019-05-30,15-Gallon,Front Yard,"33.849579, -118.197092"
2019060301,8GG17418,CAL FIRE,Citrus Aurantifolia,825 Saint Louis Ave,Rose Park,Long Beach,Private,-118.166681,33.777692,6037576901,1A,2019-06-03,15-Gallon,Front Yard,"33.777692, -118.166681"
2019060304,8GG17418,CAL FIRE,Punica Granatum,3049 Maine Ave,North Wrigley,Long Beach,Private,-118.200344,33.812587,6037572201,1A,2019-06-03,15-Gallon,Front Yard,"33.812587, -118.200344"
2019060306,8GG17418,CAL FIRE,Punica Granatum,638  W 36th St.,Wrigley Heights,Long Beach,Private,-118.201037,33.820604,6037572100,1A,2019-06-03,15-Gallon,Front Yard,"33.820604, -118.201037"
2019060401,8GG17418,CAL FIRE,Citrus Limon,3001 Golden Ave,North Wrigley,Long Beach,Private,-118.202514,33.811747,6037572201,1A,2019-06-04,15-Gallon,Front Yard,"33.811747, -118.202514"
2019060402,8GG17418,CAL FIRE,Citrus Limon,2675 Easy Ave,Upper Westside,Long Beach,Private,-118.210102,33.805852,6037572600,1A,2019-06-04,15-Gallon,Front Yard,"33.805852, -118.210102"
2019060403,8GG17418,CAL FIRE,Prunus Persica,507 W 35th St.,Wrigley Heights,Long Beach,Private,-118.198356,33.820056,6037572100,1A,2019-06-04,15-Gallon,Front Yard,"33.820056, -118.198356"
2019040101,8GG17418,Match,Tabebuia chrysotricha,2521 FASHION Ave,Westside,Long Beach,Public,-118.208991,33.803051,6037572700,1A,2019-04-01,15-Gallon,Grass parkway,"33.803051, -118.208991"
2019040102,8GG17418,Match,Olea europaea - (Fruitless),2561 Maine Ave,South Wrigley,Long Beach,Public,-118.200296,33.80373,6037573100,1A,2019-04-01,15-Gallon,Parkway,"33.80373, -118.200296"
2019040801,8GG17418,Match,Lagerstroemia indica,5464 E 4th St.,Alamitos Heights,Long Beach,Public,-118.126263,33.771504,6037577603,2C,2019-04-08,15-Gallon,Parkway,"33.771504, -118.126263"
2019040802,8GG17418,Match,Lagerstroemia indica,5464 E 4th St.,Alamitos Heights,Long Beach,Public,-118.12613,33.771639,6037577603,2C,2019-04-08,15-Gallon,Parkway,"33.771639, -118.12613"
2019041502,8GG17418,Match,Geijera parviflora,3161 San Anseline Ave,Wardlow Park,Long Beach,Public,-118.121638,33.814179,6037574100,2C,2019-04-15,15-Gallon,Grass parkway,"33.814179, -118.121638"
2019041701,8GG17418,Match,Quercus agrifolia,3758 Olive Ave,California Heights,Long Beach,Public,-118.182605,33.826176,6037572001,2C,2019-04-17,15-Gallon,Grass parkway,"33.826176, -118.182605"
2019050101,8GG17418,Match,Geijera parviflora,1954 Pasadena Ave,Central Area West,Long Beach,Public,-118.187059,33.792642,6037573202,1A,2019-05-01,15-Gallon,Grass parkway,"33.792642, -118.187059"
2019050104,8GG17418,Match,Geijera parviflora,1954 Pasadena Ave,Central Area West,Long Beach,Public,-118.186904,33.792644,6037573202,1A,2019-05-01,15-Gallon,Grass parkway,"33.792644, -118.186904"
2019050106,8GG17418,Match,Geijera parviflora,1954 Pasadena Ave,Central Area West,Long Beach,Public,-118.187129,33.792701,6037573202,1A,2019-05-01,15-Gallon,Grass parkway,"33.792701, -118.187129"
2019050107,8GG17418,Match,Quercus agrifolia,3520 Lewis Ave,California Heights,Long Beach,Public,-118.179523,33.820692,6037572001,"2A, B",2019-05-01,15-Gallon,Grass parkway,"33.820692, -118.179523"
2019052001,8GG17418,Match,Cercidium hybrid,3010 Fidler Ave,Wardlow Park,Long Beach,Public,-118.132062,33.811108,6037574100,2C,2019-05-20,15-Gallon,Grass parkway,"33.811108, -118.132062"
2019052203,8GG17418,Match,Cercidium hybrid,244 Prospect Ave,Belmont Heights,Long Beach,Public,-118.1404,33.765987,6037577400,2C,2019-05-22,15-Gallon,Grass parkway,"33.765987, -118.1404"
2019060301,8GG17418,Match,Tabebuia avellanedae,1836 E 6TH St.,Franklin School,Long Beach,Public,-118.168941,33.774391,6037576503,"2A, B",2019-06-03,15-Gallon,Grass parkway,"33.774391, -118.168941"
2019060302,8GG17418,Match,Chionanthus retusus,3440 E Broadway,Belmont Heights,Long Beach,Public,-118.151564,33.764368,6037577200,2C,2019-06-03,15-Gallon,Parkway,"33.764368, -118.151564"
2019060501,8GG17418,Match,Acer macrophyllum,1018 E 46th St.,Ridgewood Heights,Long Beach,Public,-118.180998,33.842832,6037571502,2C,2019-06-05,15-Gallon,Grass parkway 8ft wide,"33.842832, -118.180998"
2019060601,8GG17418,Match,Koelreuteria bipinnata,1725 E 14th St.,Central Area East,Long Beach,Public,-118.170227,33.784472,6037575202,1A,2019-06-06,15-Gallon,Parkway 10ft wide,"33.784472, -118.170227"
2019060602,8GG17418,Match,Geijera parviflora,5929 E Adderley Dr,Wardlow Park,Long Beach,Public,-118.116762,33.812579,6037574100,2C,2019-06-06,15-Gallon,Grass parkway 8ft wide,"33.812579, -118.116762"
2019061003,8GG17418,Match,Lagerstroemia indica,1069 E 2nd St.,Alamitos Beach,Long Beach,Public,-118.178792,33.768311,6037576601,"2A, B",2019-06-10,15-Gallon,Parkway 5ft wide,"33.768311, -118.178792"
2019061006,8GG17418,Match,Liriodendron tulipifera,453 Cedar Ave,WestEnd,Long Beach,Public,-118.195348,33.772842,6037575902,1A,2019-06-10,15-Gallon,Parkway,"33.772842, -118.195348"
2019061008,8GG17418,Match,Tabebuia chrysotricha,5877 Walnut Ave,Grant School,Long Beach,Public,-118.173545,33.861582,6037570602,1A,2019-06-10,15-Gallon,Grass parkway,"33.861582, -118.173545"
2019061301,8GG17418,Match,Cercis canadensis,8381 E Hendrie St.,El Dorado Park East,Long Beach,Public,-118.06367,33.821401,6037555202,2C,2019-06-13,15-Gallon,Grass parkway 2ft wide,"33.821401, -118.06367"
2019061705,8GG17418,Match,Cassia leptophylla,5990 E EL PASO St.,Los Altos South,Long Beach,Public,-118.115349,33.793946,6037574300,2C,2019-06-17,15-Gallon,Grass parkway,"33.793946, -118.115349"
2019061901,8GG17418,Match,Cercis occidentalis,5212 East EBELL St.,Wardlow Park,Long Beach,Public,-118.131337,33.828799,6037573601,2C,2019-06-19,15-Gallon,Grass parkway 8ft wide,"33.828799, -118.131337"
2019061902,8GG17418,Match,Quercus agrifolia,4728 Hersholt Ave,Lakewood Village,Long Beach,Public,-118.128059,33.843906,6037571200,2C,2019-06-19,15-Gallon,Grass parkway 8ft wide,"33.843906, -118.128059"
2019061904,8GG17418,Match,Pistacia chinensis,4123 E MASSSACHUSETTS,Belmont Heights,Long Beach,Public,-118.144252,33.769038,6037577100,2C,2019-06-19,15-Gallon,Parkway,"33.769038, -118.144252"
2019061905,8GG17418,Match,Alnus rhombifolia,1515 Temple Ave,Central Area East,Long Beach,Public,-118.158996,33.786657,6037575101,1A,2019-06-19,15-Gallon,Grass parkway 6ft wide,"33.786657, -118.158996"
2019061906,8GG17418,Match,Pyrus kawakamii,2275 Fanwood Ave,Los Altos South,Long Beach,Public,-118.116257,33.798814,6037574300,2C,2019-06-19,15-Gallon,Front yard/no parkway,"33.798814, -118.116257"
2019061907,8GG17418,Match,Lagerstroemia indica,3013 E 6th St.,Rose Park,Long Beach,Public,-118.156453,33.773586,6037576802,"2A, B",2019-06-19,15-Gallon,Grass parkway 5ft wide,"33.773586, -118.156453"
2019061908,8GG17418,Match,Bauhinia variegata,2935 East Spaulding St.,Central Area East,Long Beach,Public,-118.156822,33.785491,6037575102,1A,2019-06-19,15-Gallon,Front parkway 12ft wide,"33.785491, -118.156822"
2019062002,8GG17418,Match,Cercis occidentalis,347 Argonne Ave,Belmont Heights,Long Beach,Public,-118.135173,33.769832,6037577603,2C,2019-06-20,15-Gallon,Grass parkway 5ft wide,"33.769832, -118.135173"
2019062602,8GG17418,Match,Ulmas parvifolia,3511 E 3rd St.,Belmont Heights,Long Beach,Public,-118.150961,33.768136,6037577100,2C,2019-06-26,15-Gallon,Parkway,"33.768136, -118.150961"
20190911002,8GG17418,Match,Pinus canariensis,2001 River Ave,Century Villages at Cabrillo,Long Beach,Private,-118.224141,33.793871,6037575278,1A,2019-09-11,15-Gallon,Open Space,"33.793871, -118.224141"
20190911005,8GG17418,Match,Pinus canariensis,2001 River Ave,Century Villages at Cabrillo,Long Beach,Private,-118.224231,33.793641,6037575278,1A,2019-09-11,15-Gallon,Open Space,"33.793641, -118.224231"
20190911009,8GG17418,Match,Pinus canariensis,2001 River Ave,Century Villages at Cabrillo,Long Beach,Private,-118.223491,33.793691,6037575278,1A,2019-09-11,15-Gallon,Open Space,"33.793691, -118.223491"
20190911010,8GG17418,Match,Pinus canariensis,2001 River Ave,Century Villages at Cabrillo,Long Beach,Private,-118.223821,33.793611,6037575278,1A,2019-09-11,15-Gallon,Open Space,"33.793611, -118.223821"
20190911011,8GG17418,Match,Pinus canariensis,2001 River Ave,Century Villages at Cabrillo,Long Beach,Private,-118.224501,33.793711,6037575278,1A,2019-09-11,15-Gallon,Open Space,"33.793711, -118.224501"
20190911020,8GG17418,Match,Pinus canariensis,2001 River Ave,Century Villages at Cabrillo,Long Beach,Private,-118.226151,33.794321,6037575278,1A,2019-09-11,15-Gallon,Open Space,"33.794321, -118.226151"
20190911022,8GG17418,Match,Pinus canariensis,2001 River Ave,Century Villages at Cabrillo,Long Beach,Private,-118.224041,33.792791,6037575278,1A,2019-09-11,15-Gallon,Open Space,"33.792791, -118.224041"
20190911026,8GG17418,Match,Pinus canariensis,2001 River Ave,Century Villages at Cabrillo,Long Beach,Private,-118.224231,33.792111,6037575278,1A,2019-09-11,15-Gallon,Open Space,"33.792111, -118.224231"
20190911027,8GG17418,Match,Pinus canariensis,2001 River Ave,Century Villages at Cabrillo,Long Beach,Private,-118.223191,33.794091,6037575278,1A,2019-09-11,15-Gallon,Open Space,"33.794091, -118.223191"
20190911031,8GG17418,Match,Pinus canariensis,2001 River Ave,Century Villages at Cabrillo,Long Beach,Private,-118.224091,33.792741,6037575278,1A,2019-09-11,15-Gallon,Open Space,"33.792741, -118.224091"
20190911033,8GG17418,Match,Lagerstroemia indica,2001 River Ave,Century Villages at Cabrillo,Long Beach,Private,-118.224271,33.792211,6037575278,1A,2019-09-11,15-Gallon,Open Space,"33.792211, -118.224271"
20190911034,8GG17418,Match,Lagerstroemia indica,2001 River Ave,Century Villages at Cabrillo,Long Beach,Private,-118.224001,33.792371,6037575278,1A,2019-09-11,15-Gallon,Open Space,"33.792371, -118.224001"
20190911035,8GG17418,Match,Lagerstroemia indica,2001 River Ave,Century Villages at Cabrillo,Long Beach,Private,-118.224171,33.792591,6037575278,1A,2019-09-11,15-Gallon,Open Space,"33.792591, -118.224171"
20190911036,8GG17418,Match,Lagerstroemia indica,2001 River Ave,Century Villages at Cabrillo,Long Beach,Private,-118.224221,33.792571,6037575278,1A,2019-09-11,15-Gallon,Open Space,"33.792571, -118.224221"
20190911039,8GG17418,Match,Lagerstroemia indica,2001 River Ave,Century Villages at Cabrillo,Long Beach,Private,-118.223951,33.793831,6037575278,1A,2019-09-11,15-Gallon,Open Space,"33.793831, -118.223951"
20190911041,8GG17418,Match,Lagerstroemia indica,2001 River Ave,Century Villages at Cabrillo,Long Beach,Private,-118.224051,33.793931,6037575278,1A,2019-09-11,15-Gallon,Open Space,"33.793931, -118.224051"
20190911043,8GG17418,Match,Lagerstroemia indica,2001 River Ave,Century Villages at Cabrillo,Long Beach,Private,-118.223831,33.794061,6037575278,1A,2019-09-11,15-Gallon,Open Space,"33.794061, -118.223831"
20190911045,8GG17418,Match,Lagerstroemia indica,2001 River Ave,Century Villages at Cabrillo,Long Beach,Private,-118.223851,33.793981,6037575278,1A,2019-09-11,15-Gallon,Open Space,"33.793981, -118.223851"
20190911046,8GG17418,Match,Lagerstroemia indica,2001 River Ave,Century Villages at Cabrillo,Long Beach,Private,-118.224311,33.792821,6037575278,1A,2019-09-11,15-Gallon,Open Space,"33.792821, -118.224311"
20190911048,8GG17418,Match,Lagerstroemia indica,2001 River Ave,Century Villages at Cabrillo,Long Beach,Private,-118.224191,33.792961,6037575278,1A,2019-09-11,15-Gallon,Open Space,"33.792961, -118.224191"
20190911050,8GG17418,Match,Arbutus unedo,2001 River Ave,Century Villages at Cabrillo,Long Beach,Private,-118.223881,33.793351,6037575278,1A,2019-09-11,15-Gallon,Open Space,"33.793351, -118.223881"
20190911051,8GG17418,Match,Arbutus unedo,2001 River Ave,Century Villages at Cabrillo,Long Beach,Private,-118.223921,33.793341,6037575278,1A,2019-09-11,15-Gallon,Open Space,"33.793341, -118.223921"
20190911057,8GG17418,Match,Arbutus unedo,2001 River Ave,Century Villages at Cabrillo,Long Beach,Private,-118.224081,33.793161,6037575278,1A,2019-09-11,15-Gallon,Open Space,"33.793161, -118.224081"
20190911061,8GG17418,Match,Arbutus unedo,2001 River Ave,Century Villages at Cabrillo,Long Beach,Private,-118.224071,33.792831,6037575278,1A,2019-09-11,15-Gallon,Open Space,"33.792831, -118.224071"
20190911072,8GG17418,Match,Arbutus unedo,2001 River Ave,Century Villages at Cabrillo,Long Beach,Private,-118.221091,33.791711,6037575278,1A,2019-09-11,15-Gallon,Open Space,"33.791711, -118.221091"
20190911073,8GG17418,Match,Arbutus unedo,2001 River Ave,Century Villages at Cabrillo,Long Beach,Private,-118.221001,33.791721,6037575278,1A,2019-09-11,15-Gallon,Open Space,"33.791721, -118.221001"
20190911084,8GG17418,Match,Rhus lances,2001 River Ave,Century Villages at Cabrillo,Long Beach,Private,-118.224211,33.792491,6037575278,1A,2019-09-11,15-Gallon,Open Space,"33.792491, -118.224211"
20190911085,8GG17418,Match,Rhus lances,2001 River Ave,Century Villages at Cabrillo,Long Beach,Private,-118.224221,33.792471,6037575278,1A,2019-09-11,15-Gallon,Open Space,"33.792471, -118.224221"
20190911091,8GG17418,Match,Podocarpus macrophyllus,2001 River Ave,Century Villages at Cabrillo,Long Beach,Private,-118.223981,33.793911,6037575278,1A,2019-09-11,15-Gallon,Open Space,"33.793911, -118.223981"
20190911092,8GG17418,Match,Heteromeles arbutifolia,2001 River Ave,Century Villages at Cabrillo,Long Beach,Private,-118.223841,33.793931,6037575278,1A,2019-09-11,15-Gallon,Open Space,"33.793931, -118.223841"
20190911093,8GG17418,Match,Cinnamonium camphora,2001 River Ave,Century Villages at Cabrillo,Long Beach,Private,-118.223831,33.793911,6037575278,1A,2019-09-11,15-Gallon,Open Space,"33.793911, -118.223831"
20190911094,8GG17418,Match,Persea sp.,2001 River Ave,Century Villages at Cabrillo,Long Beach,Private,-118.223831,33.793851,6037575278,1A,2019-09-11,15-Gallon,Open Space,"33.793851, -118.223831"
20190911098,8GG17418,Match,Brachychiton populneus,2001 River Ave,Century Villages at Cabrillo,Long Beach,Private,-118.223821,33.793491,6037575278,1A,2019-09-11,15-Gallon,Open Space,"33.793491, -118.223821"
20190921001,8GG17418,Match,Lophostemon confertus,3640 Conquista Ave.,East LB -- Patrick Henry,Long Beach,Public,-118.108861,33.823441,6037575737,,2019-09-21,15-Gallon,Parkway,"33.823441, -118.108861"
20190921003,8GG17418,Match,Lophostemon confertus,3645 Conquista Ave.,East LB -- Patrick Henry,Long Beach,Public,-118.108961,33.823521,6037575737,,2019-09-21,15-Gallon,Parkway,"33.823521, -118.108961"
20190921004,8GG17418,Match,Lophostemon confertus,3646 Conquista Ave.,East LB -- Patrick Henry,Long Beach,Public,-118.108991,33.823551,6037575737,,2019-09-21,15-Gallon,Parkway,"33.823551, -118.108991"
20190921005,8GG17418,Match,Lophostemon confertus,3654 Conquista Ave.,East LB -- Patrick Henry,Long Beach,Public,-118.108841,33.823811,6037575737,,2019-09-21,15-Gallon,Parkway,"33.823811, -118.108841"
20190921011,8GG17418,CAL FIRE,Bauhinia variegata,3655 Gondar Ave.,East LB -- Patrick Henry,Long Beach,Public,-118.113051,33.823831,6037575737,,2019-09-21,15-Gallon,Parkway,"33.823831, -118.113051"
20190921012,8GG17418,Match,Ulmus parvifolia,6137 Keynote St.,East LB -- Patrick Henry,Long Beach,Public,-118.111601,33.822991,6037575737,,2019-09-21,15-Gallon,Parkway,"33.822991, -118.111601"
20190921013,8GG17418,Match,Ulmus parvifolia,6137 Keynote St.,East LB -- Patrick Henry,Long Beach,Public,-118.111631,33.823011,6037575737,,2019-09-21,15-Gallon,Parkway,"33.823011, -118.111631"
20190921016,8GG17418,Match,Ulmus parvifolia,6239 Keynote St.,East LB -- Patrick Henry,Long Beach,Public,-118.109731,33.823061,6037575737,,2019-09-21,15-Gallon,Parkway,"33.823061, -118.109731"
20190921018,8GG17418,Match,Celtis sinensis,6103 Peabody St.,East LB -- Patrick Henry,Long Beach,Public,-118.112911,33.823841,6037575737,,2019-09-21,15-Gallon,Parkway,"33.823841, -118.112911"
